id,rwa_score,testelapse,education,engnat,education_level,urban,gender,age,hand,familysize
2538,3.35,265,1,1,Less than high school,Urban,Male,18,Right,6
2539,1.15,173,4,1,Graduate degree,Urban,Male,44,Right,3
2540,1.8,222,3,1,University degree,Suburban,Male,54,Right,3
2541,5.95,162,3,1,University degree,Suburban,Male,25,Right,2
2542,7.7,230,3,1,University degree,Suburban,Male,26,Left,2
2543,1.6,291,4,1,Graduate degree,Suburban,Male,54,Right,2
2544,2.15,204,2,1,High School,Suburban,Male,16,Both,0
2545,6.4,213,2,1,High School,Urban,Male,17,Right,2
2546,1.8,190,3,1,University degree,Urban,Male,57,Right,3
2547,2.2,779,2,1,High School,Suburban,Male,54,Right,6
2548,3.6,422,4,1,Graduate degree,Rural,Male,27,Right,2
2549,1.8,180,4,1,Graduate degree,Suburban,Male,38,Right,2
2550,6.45,249,3,2,University degree,Suburban,Female,27,Right,3
2551,2.55,158,2,2,High School,Suburban,Male,18,Right,3
2552,2.1,216,2,1,High School,Suburban,Female,17,Right,3
2553,1.55,234,4,1,Graduate degree,Rural,Female,31,Both,1
2554,1.3,440,4,1,Graduate degree,Suburban,Male,30,Right,2
2555,1.7,157,3,1,University degree,Suburban,Female,33,Right,2
2556,1.05,201,3,2,University degree,Urban,Male,28,Right,0
2557,1.55,290,2,1,High School,Suburban,Female,23,Right,3
2558,1.1,85,4,1,Graduate degree,Suburban,Male,34,Right,1
2559,1.15,156,3,2,University degree,Rural,Male,19,Right,2
2560,1.4,177,2,1,High School,Urban,Male,20,Right,3
2561,2.25,308,4,1,Graduate degree,Urban,Male,31,Right,3
2562,5.65,214,1,1,Less than high school,Rural,Female,16,Right,4
2563,3.75,236,1,1,Less than high school,Suburban,Male,25,Right,2
2564,3.9,391,2,1,High School,Urban,Male,19,Right,3
2565,1.85,151,4,1,Graduate degree,Suburban,Male,73,Right,3
2566,5.1,30707,4,2,Graduate degree,Urban,Male,19,Right,1
2567,3.85,246,2,1,High School,Urban,Male,18,Right,2
2568,1.1,204,0,1,NA,NA,Male,53,NA,2
2569,2.35,334,1,2,Less than high school,Urban,Male,16,Right,2
2570,2.15,240,3,2,University degree,Suburban,Female,26,Right,2
2571,1.8,312,2,2,High School,Suburban,Female,18,Right,2
2572,4.5,220,3,2,University degree,Rural,Male,32,Both,2
2573,2,189,3,1,University degree,Urban,Male,55,Right,4
2574,2.15,325,4,1,Graduate degree,Suburban,Female,24,Both,4
2575,3.55,144,2,1,High School,Suburban,Male,17,Right,2
2576,4.05,179,2,1,High School,Rural,Male,34,Right,1
2577,3.75,249,3,2,University degree,Suburban,Male,25,Right,3
2578,1.85,365,4,2,Graduate degree,Suburban,Female,31,Right,3
2579,1.5,120,4,2,Graduate degree,Urban,Female,22,Right,2
2580,4.65,239,2,1,High School,Rural,Male,19,Right,3
2581,1.25,166,1,1,Less than high school,Urban,Male,17,Right,1
2582,1.05,217,3,2,University degree,Urban,Male,28,Right,3
2583,5.7,202,2,1,High School,Urban,Female,17,Left,2
2584,4.45,151,2,1,High School,Rural,Male,17,Right,5
2585,1.1,1305,4,1,Graduate degree,Suburban,Male,65,Right,1
2586,4.25,291,2,1,High School,Rural,Female,57,Right,4
2587,2.25,121,4,2,Graduate degree,Urban,Male,49,Left,2
2588,3.05,314,2,2,High School,Urban,Male,38,Right,2
2589,8.35,173,3,1,University degree,Suburban,Male,28,Right,4
2590,1.55,1584,3,1,University degree,Suburban,Female,23,Right,2
2591,1.35,201,3,1,University degree,Suburban,Female,24,Right,3
2592,2.7,285,4,1,Graduate degree,Suburban,Male,41,Right,3
2593,2.3,126,4,1,Graduate degree,Rural,Male,41,Right,4
2594,1.2,194,2,1,High School,Suburban,Male,41,Right,2
2595,1.1,140,4,1,Graduate degree,Urban,Female,48,Right,4
2596,7.8,344,2,1,High School,Urban,Male,15,Right,3
2597,1.6,246,2,2,High School,Rural,Male,22,Right,2
2598,5.7,381,3,2,University degree,Urban,Male,22,Right,4
2599,1.7,215,4,1,Graduate degree,Suburban,Female,25,Right,2
2600,1.15,114,2,1,High School,Rural,Male,16,Right,2
2601,1,368,2,1,High School,Urban,Male,23,Right,3
2602,2.65,385,3,2,University degree,Urban,Male,30,Right,2
2603,1.9,304,4,1,Graduate degree,Urban,Female,64,Right,7
2604,6.85,568,2,1,High School,Suburban,Male,41,Right,3
2605,1.85,232,3,1,University degree,Urban,Female,24,Right,2
2606,1.7,142,3,2,University degree,Suburban,Male,26,Right,1
2607,2.15,171,3,1,University degree,Suburban,Male,29,Right,1
2608,6.85,211,3,1,University degree,Urban,Male,21,Right,3
2609,2.15,292,3,2,University degree,Rural,Female,51,Right,2
2610,1.65,164,4,1,Graduate degree,Suburban,Male,38,Right,2
2611,2,222,2,1,High School,Suburban,Male,20,Right,1
2612,3.5,244,4,2,Graduate degree,Suburban,Male,32,Right,3
2613,6.55,263,2,1,High School,Rural,Male,59,Right,2
2614,2.95,224,2,1,High School,Urban,Male,16,Right,4
2615,3.9,301,2,1,High School,NA,Male,17,Right,2
2616,2.7,260,2,1,High School,Urban,Female,17,Right,2
2617,2.4,330,4,1,Graduate degree,Urban,Male,36,Right,2
2618,1.75,230,3,1,University degree,Urban,Male,23,Right,2
2619,5,4998,4,1,Graduate degree,Rural,Female,32,Right,2
2620,1.05,743,4,1,Graduate degree,Urban,Male,46,Left,2
2621,1.55,196,2,1,High School,Rural,Male,16,Right,2
2622,2.45,316,2,1,High School,Suburban,Male,19,Right,3
2623,4.5,218,3,1,University degree,Suburban,Male,24,Right,5
2624,3.7,273,2,1,High School,Suburban,Male,18,Right,3
2625,2.2,507,2,1,High School,Urban,Male,20,Right,3
2626,1.2,257,2,2,High School,Urban,Male,20,Right,3
2627,1.7,219,2,2,High School,Suburban,Male,20,Right,2
2628,2.15,363,1,1,Less than high school,Suburban,Male,15,Right,1
2629,1.5,400,2,1,High School,Urban,Male,95,Right,5
2630,4.95,283,2,2,High School,Suburban,Male,19,Right,2
2631,2.45,222,2,1,High School,Rural,Female,19,Right,2
2632,3.55,217,2,1,High School,Urban,Female,62,Right,2
2633,1.4,140,2,1,High School,Urban,Male,18,Right,2
2634,2.05,277,2,1,High School,Suburban,Male,19,Right,3
2635,4.4,198,3,1,University degree,Urban,Female,39,Right,2
2636,2.05,221,4,1,Graduate degree,Urban,Female,51,Right,2
2637,6.95,306,2,1,High School,Suburban,Male,21,Right,6
2638,5,301,1,2,Less than high school,Urban,Female,13,Right,3
2639,1.5,293,3,1,University degree,Rural,Other,38,Right,2
2640,2,119,2,2,High School,Urban,Male,25,Left,2
2641,1.45,140,2,2,High School,Suburban,Female,19,Right,2
2642,1.9,176,2,2,High School,Suburban,Male,18,Right,3
2643,1.05,128,2,2,High School,Urban,Male,19,Right,2
2644,1.8,158,4,2,Graduate degree,Urban,Female,60,Left,2
2645,1.05,141,4,2,Graduate degree,Urban,Male,35,Right,2
2646,5.6,191,3,2,University degree,Suburban,Female,19,Both,2
2647,2.75,281,2,2,High School,Suburban,Male,26,Right,3
2648,3.3,290,2,1,High School,Rural,Male,19,Right,1
2649,2.75,503,2,2,High School,Suburban,Male,23,Left,3
2650,1.2,281,4,2,Graduate degree,Suburban,Male,28,Right,3
2651,1.95,237,3,1,University degree,Rural,Male,53,Right,4
2652,1.1,444,4,2,Graduate degree,Suburban,Male,32,Right,3
2653,2.4,718,3,2,University degree,Urban,Male,50,Right,3
2654,3.25,199,3,1,University degree,Suburban,Male,25,Right,2
2655,5.7,148,3,1,University degree,Urban,Male,32,Right,2
2656,3.15,311,4,2,Graduate degree,Urban,Male,28,Right,4
2657,5.05,301,2,1,High School,Urban,Male,52,Left,2
2658,4.65,5029,4,2,Graduate degree,Suburban,Male,33,Right,3
2659,5.75,216,4,2,Graduate degree,Rural,Female,20,Right,3
2660,1.45,487,3,2,University degree,Rural,Male,24,Right,2
2661,2.4,214,2,1,High School,Urban,Male,18,Left,3
2662,1.7,196,3,2,University degree,Urban,Female,26,Right,2
2663,1.2,131,3,1,University degree,Urban,Female,41,Right,4
2664,2.55,321,4,1,Graduate degree,Suburban,Male,42,Right,3
2665,1,151,4,1,Graduate degree,Urban,Male,63,Left,10
2666,5.25,238,2,2,High School,Rural,Male,19,Right,1
2667,2.5,110,4,1,Graduate degree,Urban,Male,30,Right,1
2668,3.5,258,2,2,High School,Urban,Male,21,Right,1
2669,1.8,244,3,1,University degree,Rural,Male,21,Right,2
2670,3.1,513,3,1,University degree,Rural,Female,29,Right,3
2671,2.05,136,3,1,University degree,Urban,Female,24,Right,2
2672,1.05,79,3,1,University degree,Urban,Male,28,Right,3
2673,2.25,416,3,2,University degree,Suburban,Male,30,Right,3
2674,5.35,376,2,1,High School,Urban,Female,16,Right,2
2675,2.25,168,2,1,High School,Urban,Female,18,Right,1
2676,6.15,355,2,2,High School,Urban,Female,16,Right,2
2677,4.45,228,2,1,High School,Urban,Male,16,Right,4
2678,3.4,309,2,1,High School,Suburban,Male,16,Right,1
2679,3.65,389,2,1,High School,Urban,Female,16,Both,1
2680,6.35,392,2,1,High School,Urban,Male,16,Right,3
2681,1.75,172,2,1,High School,Urban,Female,18,Left,4
2682,2.1,202,3,1,University degree,Urban,Female,23,Right,3
2683,4.7,220,2,1,High School,Urban,Female,19,Right,2
2684,2.95,104,3,2,University degree,Suburban,Male,21,Right,4
2685,2.5,143,2,1,High School,Rural,Female,17,Left,2
2686,2.4,236,4,1,Graduate degree,Suburban,Male,56,Right,2
2687,5.2,357,2,1,High School,Urban,Male,18,Right,3
2688,2.4,187,4,1,Graduate degree,Rural,Female,46,Right,2
2689,1.4,120,3,1,University degree,Suburban,Male,28,Right,3
2690,1.25,84,2,1,High School,Urban,Female,16,Right,2
2691,1.9,127,2,1,High School,Urban,Female,17,Right,4
2692,3.7,489,3,1,University degree,Suburban,Female,53,Right,5
2693,1.1,120,2,1,High School,Rural,Male,16,Right,3
2694,1.45,296,3,1,University degree,Urban,Male,44,Right,2
2695,4.55,240,1,1,Less than high school,Suburban,Male,15,Right,3
2696,1.1,99,2,1,High School,Suburban,Male,18,Right,2
2697,6.85,168,3,1,University degree,Urban,Male,23,Right,5
2698,2,159,2,1,High School,Rural,Male,20,Right,2
2699,2.45,196,2,1,High School,Urban,Male,22,Right,4
2700,3.9,150,2,1,High School,Suburban,Male,18,Right,2
2701,5.2,1350,2,1,High School,Urban,Male,18,Right,2
2702,4.3,171,1,2,Less than high school,Urban,Female,17,Right,1
2703,2.2,153,3,1,University degree,Rural,Male,21,Right,2
2704,1.35,127,1,1,Less than high school,Urban,Female,17,Right,2
2705,3.85,130,2,2,High School,Urban,Female,16,Right,3
2706,3.05,202,3,1,University degree,Urban,Female,20,Right,3
2707,2.6,150,2,1,High School,Rural,Female,17,Right,1
2708,2.25,192,3,1,University degree,Urban,Female,23,Left,2
2709,4.25,163,2,1,High School,Suburban,Female,18,Right,3
2710,4.55,1070,2,2,High School,Urban,Female,19,Right,2
2711,5.8,118,3,1,University degree,Urban,Male,20,Right,1
2712,1.25,144,2,1,High School,Suburban,Female,18,Right,1
2713,2.9,142,2,1,High School,Urban,Female,17,Right,6
2714,2.9,142,4,2,Graduate degree,Suburban,Male,54,Right,2
2715,1.15,171,3,1,University degree,Urban,Female,30,Right,2
2716,5.3,134,2,1,High School,Rural,Male,45,Right,7
2717,1,71407,2,1,High School,Urban,Male,18,Right,1
2718,1.9,522,2,1,High School,Urban,Female,16,Right,3
2719,6.55,252,3,2,University degree,Urban,Male,21,Right,3
2720,2.05,138,3,1,University degree,Suburban,Female,53,Right,2
2721,3.6,347,2,2,High School,Suburban,Male,59,Right,5
2722,3.5,232,2,1,High School,Rural,Female,17,Right,3
2723,3.25,309,2,1,High School,Rural,Female,16,Right,4
2724,3.45,647,2,1,High School,Urban,Female,17,Right,3
2725,3,217,2,1,High School,Suburban,Female,16,Right,5
2726,2.95,258,2,1,High School,Suburban,Female,16,Right,2
2727,2.5,391,2,1,High School,Rural,Female,17,Right,1
2728,3.4,397,2,1,High School,Rural,Female,16,NA,2
2729,3.25,654,2,1,High School,Urban,Female,17,Right,2
2730,3.8,612,2,1,High School,Suburban,Female,17,Right,2
2731,2.25,285,3,1,University degree,Rural,Female,30,Right,2
2732,3.05,605,2,1,High School,Urban,Female,16,Right,3
2733,3.8,278,2,1,High School,Rural,Female,16,Right,2
2734,3.85,306,2,1,High School,Suburban,Male,16,Left,2
2735,2.55,504,2,1,High School,Rural,Male,17,Right,3
2736,5.85,248,2,1,High School,Suburban,Male,17,Right,1
2737,1.6,211,3,1,University degree,Suburban,Male,22,Right,2
2738,1.8,169,3,1,University degree,Urban,Other,25,Right,2
2739,1.8,218,3,1,University degree,Rural,Female,47,Right,3
2740,4.5,133,2,1,High School,Rural,Female,20,Left,2
2741,4.6,334,1,1,Less than high school,Suburban,Female,17,Right,4
2742,2.7,126,2,1,High School,Urban,Female,19,Right,1
2743,1.85,133,2,2,High School,Suburban,Male,18,Right,3
2744,5.55,442,3,1,University degree,Suburban,Male,23,Right,4
2745,1.7,235,2,2,High School,Suburban,Male,20,Right,3
2746,4.2,167,2,1,High School,Rural,Male,16,Right,2
2747,3.15,227,2,1,High School,Urban,Female,17,Right,3
2748,6.75,313,2,1,High School,Suburban,Female,20,Right,2
2749,6.35,172,3,1,University degree,Rural,Male,25,Right,3
2750,6.95,378,3,1,University degree,Rural,Female,30,Right,2
2751,6.15,214,4,2,Graduate degree,Suburban,Male,22,Right,1
2752,3.45,277,2,2,High School,Urban,Female,19,Right,1
2753,1.45,143,4,2,Graduate degree,Urban,Male,37,Right,3
2754,3.8,239,0,1,NA,Urban,Male,18,Right,3
2755,1.45,185,1,1,Less than high school,Urban,Other,60,Right,8
2756,1.35,99,2,1,High School,Suburban,Female,20,Right,2
2757,1.5,159,4,1,Graduate degree,Suburban,Male,38,Right,1
2758,1.2,213,2,2,High School,Urban,Female,22,Right,2
2759,2.6,272,1,2,Less than high school,Urban,Female,16,Right,2
2760,1,163,3,1,University degree,Urban,Male,46,Left,3
2761,5.25,204,2,2,High School,Urban,Male,19,Right,2
2762,3.7,176,2,1,High School,Urban,Female,16,Right,2
2763,2.35,175,1,1,Less than high school,Suburban,Other,17,Right,3
2764,2.3,472,4,1,Graduate degree,Urban,Male,45,Right,2
2765,3,330,2,1,High School,Rural,Female,19,Right,2
2766,6.85,779,1,1,Less than high school,Suburban,Female,14,Right,4
2767,3.35,123,3,1,University degree,Suburban,Male,20,Right,1
2768,1.35,2315,3,2,University degree,Urban,Female,38,Right,1
2769,2.85,640,2,1,High School,Rural,Female,19,Left,6
2770,1.1,192,2,1,High School,Urban,Male,23,Left,3
2771,1.5,380,4,2,Graduate degree,Urban,Male,27,Both,3
2772,1.55,201,4,1,Graduate degree,Urban,Female,59,Right,1
2773,1.75,125,4,1,Graduate degree,Suburban,Male,42,Right,1
2774,2.7,132,2,2,High School,Suburban,Male,31,Right,2
2775,2.5,143,2,1,High School,Rural,Male,16,Right,2
2776,1.65,190,1,1,Less than high school,Suburban,Female,14,Right,3
2777,2.35,263,3,1,University degree,Rural,Female,40,Left,1
2778,2.35,210,4,1,Graduate degree,NA,Male,71,NA,2
2779,3.25,223,2,1,High School,Suburban,Female,23,Left,2
2780,1.5,140,1,1,Less than high school,Suburban,Female,15,Left,3
2781,6.75,216,0,2,NA,Rural,Male,23,Left,3
2782,6.5,223,3,2,University degree,Suburban,Male,23,Right,1
2783,2.5,273,2,1,High School,Suburban,Female,20,Right,1
2784,4.65,198,4,2,Graduate degree,Urban,Male,31,Right,2
2785,2.9,164,3,1,University degree,Suburban,Female,24,Left,2
2786,6.35,610,0,1,NA,Rural,Male,44,Right,4
2787,2.05,196,2,1,High School,Suburban,Male,19,Right,1
2788,1.55,216,3,1,University degree,Suburban,Female,20,Right,3
2789,3.35,176,2,1,High School,Suburban,Male,16,Left,1
2790,4.15,292,2,1,High School,Suburban,Female,16,Right,2
2791,2,317,2,1,High School,Rural,Female,16,Right,4
2792,2.5,342,2,1,High School,Rural,Female,16,Right,3
2793,3.25,399,2,1,High School,Rural,Male,16,Right,2
2794,3.7,157,2,1,High School,Urban,Male,16,Right,3
2795,4,336,2,1,High School,Suburban,Female,16,Right,2
2796,3.3,261,2,1,High School,Suburban,Female,16,Right,3
2797,3.8,353,2,1,High School,Rural,Female,16,Right,2
2798,4.5,585,2,1,High School,Rural,Male,17,Right,1
2799,3.5,379,2,1,High School,Rural,Male,16,Right,2
2800,3.45,309,2,1,High School,Rural,Female,16,Right,1
2801,3.1,308,2,1,High School,Suburban,Female,16,Left,2
2802,2.8,214,2,1,High School,Rural,Female,17,Right,1
2803,2.5,422,2,1,High School,Rural,Male,16,Right,2
2804,2.7,259,2,1,High School,Rural,Male,16,Left,1
2805,5.3,225,2,1,High School,Rural,Male,48,Left,2
2806,3.45,179,2,1,High School,Suburban,Female,17,Right,3
2807,4.8,208,3,1,University degree,Suburban,Male,20,Right,1
2808,1.95,137,2,1,High School,Suburban,Female,20,Right,3
2809,3.1,766,4,2,Graduate degree,Urban,Male,43,Right,0
2810,1.2,203,3,2,University degree,Suburban,Male,35,Right,3
2811,3.7,214,3,1,University degree,Suburban,Male,20,Right,3
2812,2,189,1,1,Less than high school,Suburban,Female,28,Both,4
2813,1.4,166,1,1,Less than high school,Rural,Female,15,Right,1
2814,2.3,167,2,2,High School,Rural,Female,18,Right,4
2815,1.6,405,2,2,High School,Rural,Female,17,Right,2
2816,2.6,125,1,1,Less than high school,Suburban,Male,15,Right,1
2817,1.55,177,2,1,High School,Suburban,Female,17,Right,1
2818,1.9,105,3,1,University degree,Urban,Female,51,Right,4
2819,2.25,293,3,1,University degree,Suburban,Male,27,Right,3
2820,1.35,168,3,1,University degree,Suburban,Female,24,Right,3
2821,2.15,198,4,1,Graduate degree,Suburban,Male,31,Right,2
2822,2.55,207,4,1,Graduate degree,Rural,Male,38,Right,2
2823,1.1,178,2,2,High School,Rural,Male,19,Right,2
2824,2.4,397,3,2,University degree,Rural,Male,26,Right,3
2825,1.25,226,2,2,High School,Suburban,Male,23,Right,2
2826,2.8,140,3,1,University degree,Suburban,Male,20,Right,3
2827,5,238,4,1,Graduate degree,Rural,Female,47,Right,8
2828,2.2,476,3,1,University degree,Rural,Female,44,Right,2
2829,1.8,98,2,1,High School,Urban,Female,16,Right,2
2830,1,119,2,1,High School,Urban,Male,17,Left,1
2831,4.2,394,3,1,University degree,Suburban,Male,49,Right,2
2832,7.6,575,2,1,High School,Urban,Male,19,Right,4
2833,1.1,134,3,1,University degree,Suburban,Male,57,Right,3
2834,1.45,100,3,1,University degree,Urban,Male,29,Right,2
2835,6.7,175,2,1,High School,Rural,Male,18,Right,2
2836,4.3,313,2,1,High School,Urban,Male,21,Right,3
2837,6.75,131,3,1,University degree,Rural,Male,22,Right,3
2838,6.35,459,2,1,High School,Suburban,Male,22,Right,2
2839,6.1,259,4,2,Graduate degree,Suburban,Male,30,Right,1
2840,4.15,271,1,2,Less than high school,Rural,Male,17,Left,3
2841,4.45,243,2,1,High School,Suburban,Female,17,Right,2
2842,6.9,300,3,1,University degree,Suburban,Female,36,Right,3
2843,1.4,169,2,1,High School,Rural,Male,20,Left,3
2844,1.15,135,2,1,High School,Urban,Male,42,Right,1
2845,1.6,127,3,1,University degree,Suburban,Female,29,Right,2
2846,1.75,352,4,1,Graduate degree,Urban,Male,53,Right,4
2847,7.95,180,4,1,Graduate degree,Urban,Male,50,Right,2
2848,4.85,291,2,1,High School,Rural,Male,18,Right,4
2849,5.05,500,2,1,High School,Rural,Male,15,Right,3
2850,2.15,332,2,2,High School,Urban,Male,18,Right,2
2851,4.45,248,3,2,University degree,Urban,Female,36,Right,3
2852,1.9,370,2,1,High School,Suburban,Female,33,Right,2
2853,4,386,2,1,High School,Suburban,Male,21,Right,1
2854,1.55,165,3,1,University degree,Urban,Male,35,Right,1
2855,3.3,367,2,1,High School,Rural,Female,16,Right,2
2856,4.45,184,3,1,University degree,Suburban,Female,50,Right,2
2857,2.2,239,1,1,Less than high school,Urban,Female,15,Right,2
2858,5.35,364,3,1,University degree,Urban,Male,31,Right,2
2859,3.2,243,2,2,High School,Suburban,Male,29,Left,1
2860,1.65,184,2,1,High School,Urban,Female,21,Right,2
2861,4.55,327,1,1,Less than high school,Rural,Male,16,Right,2
2862,2,294,2,2,High School,Urban,Male,48,Right,2
2863,1.6,580,2,1,High School,Suburban,Male,20,Right,3
2864,1.15,162,2,1,High School,Urban,Male,39,Right,4
2865,5.4,230,2,1,High School,Urban,Female,16,Right,1
2866,4.85,497,2,1,High School,Suburban,Female,16,Right,2
2867,4.1,313,2,1,High School,Suburban,Male,16,Right,2
2868,2.7,137,2,1,High School,Suburban,Female,16,Right,4
2869,3.95,173,2,2,High School,Urban,Male,15,Left,2
2870,3.55,598,2,1,High School,Suburban,Female,16,Right,2
2871,3.05,192,2,1,High School,Urban,Female,16,Right,2
2872,2.25,1334,3,1,University degree,Suburban,Male,25,Right,2
2873,3.25,340,2,1,High School,Suburban,Female,16,Right,3
2874,3.7,253,2,1,High School,Rural,Male,16,Right,3
2875,1.2,143,4,1,Graduate degree,NA,Female,48,Right,4
2876,4.65,343,2,1,High School,Suburban,Female,17,Right,4
2877,2.9,203,2,1,High School,Suburban,Male,16,Right,2
2878,2.65,198,4,1,Graduate degree,Suburban,Male,60,Right,3
2879,2.75,246,2,1,High School,Rural,Female,17,Left,2
2880,2.35,212,2,1,High School,Rural,Male,17,Right,2
2881,2.5,139,4,1,Graduate degree,Suburban,Female,34,Right,1
2882,2.4,161,3,1,University degree,Rural,Male,21,Right,2
2883,6.8,206,2,1,High School,Urban,Male,17,Right,2
2884,2.1,206,2,1,High School,Urban,Male,53,Left,2
2885,1.2,167,2,1,High School,NA,Other,18,Right,2
2886,1.05,344,4,1,Graduate degree,Urban,Male,32,Right,3
2887,1.6,329,3,2,University degree,Urban,Female,21,Right,2
2888,1.4,102,4,1,Graduate degree,Suburban,Female,42,Right,5
2889,5,78,3,1,University degree,Urban,Male,30,Right,2
2890,6.35,184,4,1,Graduate degree,Suburban,Female,23,Both,2
2891,3.6,299,1,1,Less than high school,Suburban,Female,16,Right,2
2892,1,156,2,2,High School,Urban,Male,19,Right,1
2893,2.05,98,2,1,High School,Urban,Other,16,Right,2
2894,2.45,249,4,1,Graduate degree,Suburban,Male,44,Right,2
2895,1.4,202,2,2,High School,Suburban,Male,17,Right,2
2896,4.3,193,4,1,Graduate degree,Urban,Male,63,Right,2
2897,1.15,106,3,1,University degree,Suburban,Female,21,Right,2
